0.000000 -2.658859 -4.731784 -0.534332 -2.135157 4.560339 -1.763926 -2.362951 -6.189173 1.672611 7.156967 6.360619 0.625648 
16.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
17.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
19.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
22.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
24.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
25.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
26.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
27.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
28.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
29.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
30.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
31.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
32.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
32.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
32.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
32.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
32.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
32.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
